00090bdd,0,2,['0.04', '0.0', '0.96', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01']
a15f8cfe,3,9,['0.0', '0.0', '0.01', '0.01', '0.0', '0.0', '0.0', '0.0', '0.13', '0.85']
a16756e0,3,2,['0.0', '0.0', '0.79', '0.0', '0.0', '0.0', '0.0', '0.0', '0.21', '0.0']
a19b130a,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
a19ffb84,3,2,['0.0', '0.0', '0.5', '0.5', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
a1a42390,9,4,['0.0', '0.0', '0.0', '0.0', '0.87', '0.0', '0.0', '0.0', '0.0', '0.13']
a1ea802a,1,2,['0.0', '0.01', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
a24296d6,7,9,['0.16', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.81']
a2a98516,6,0,['0.83', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.16', '0.0']
a2adc570,8,1,['0.0', '0.77', '0.0', '0.0', '0.1', '0.02', '0.0', '0.0', '0.1', '0.0']
a2c8cca7,5,1,['0.0', '0.36', '0.0', '0.0', '0.31', '0.33', '0.0', '0.0', '0.0', '0.0']
a2d137b8,2,6,['0.0', '0.0', '0.24', '0.0', '0.08', '0.0', '0.68', '0.0', '0.0', '0.0']
a30ca0b9,5,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
a37bcbbc,7,3,['0.0', '0.0', '0.0', '0.96', '0.0', '0.0', '0.0', '0.04', '0.0', '0.01']
a38bd15a,5,3,['0.0', '0.0', '0.0', '0.6', '0.0', '0.4', '0.0', '0.0', '0.0', '0.0']
a3b54344,2,3,['0.0', '0.0', '0.21', '0.79', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
a3b96978,1,2,['0.0', '0.24', '0.76', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
a3c8492e,6,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
a4259b6b,0,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0']
a44e987e,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.28', '0.0', '0.72']
a46b5243,8,4,['0.0', '0.0', '0.0', '0.0', '0.88', '0.06', '0.0', '0.0', '0.06', '0.0']
a4757c61,3,9,['0.0', '0.0', '0.44', '0.03', '0.0', '0.0', '0.0', '0.0', '0.02', '0.51']
a4a03074,2,1,['0.0', '0.94', '0.06', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
a4daaf6f,3,5,['0.0', '0.0', '0.0', '0.11', '0.0', '0.89', '0.0', '0.0', '0.0', '0.0']
a4dc741d,7,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.13', '0.87', '0.0']
a4e31277,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.07', '0.92']
a4ed96f8,6,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.49', '0.0', '0.0', '0.51', '0.0']
a4fe7f46,7,5,['0.4', '0.0', '0.0', '0.0', '0.0', '0.57', '0.0', '0.03', '0.0', '0.0']
a50612ff,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.21', '0.0', '0.79']
a52e7415,6,0,['0.63', '0.0', '0.0', '0.0', '0.0', '0.0', '0.37', '0.0', '0.0', '0.0']
a54f74c5,5,9,['0.0', '0.0', '0.0', '0.0', '0.05', '0.44', '0.0', '0.0', '0.0', '0.51']
a57c07af,9,3,['0.0', '0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01']
a58e45fc,6,1,['0.0', '0.66', '0.0', '0.0', '0.0', '0.0', '0.34', '0.0', '0.0', '0.0']
a5973aaa,3,2,['0.0', '0.0', '0.96', '0.04', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
a598aca3,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
a59c3494,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
a5cd0491,8,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
a6705e8a,4,6,['0.0', '0.0', '0.0', '0.0', '0.02', '0.0', '0.97', '0.0', '0.0', '0.0']
a671668b,2,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
a68cd865,9,4,['0.19', '0.0', '0.0', '0.0', '0.77', '0.0', '0.0', '0.0', '0.0', '0.04']
a6ad8175,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.97']
a6af599d,7,9,['0.0', '0.0', '0.0', '0.02', '0.0', '0.0', '0.0', '0.14', '0.0', '0.84']
a6b8a66d,3,8,['0.0', '0.0', '0.0', '0.49', '0.0', '0.0', '0.0', '0.0', '0.5', '0.01']
a6c6c2bc,4,9,['0.0', '0.0', '0.0', '0.0', '0.33', '0.0', '0.0', '0.0', '0.0', '0.67']
a6f1f4c9,9,4,['0.01', '0.0', '0.0', '0.0', '0.85', '0.0', '0.0', '0.0', '0.0', '0.14']
a6f2021b,2,4,['0.0', '0.03', '0.42', '0.0', '0.55', '0.0', '0.0', '0.0', '0.0', '0.0']
a76659ec,7,8,['0.0', '0.0', '0.0', '0.0', '0.08', '0.0', '0.0', '0.08', '0.73', '0.11']
a7b1faac,9,3,['0.0', '0.0', '0.0', '0.93', '0.0', '0.0', '0.0', '0.0', '0.0', '0.07']
a7ba787b,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.37', '0.0', '0.0', '0.0', '0.63']
a7c0e370,3,2,['0.0', '0.0', '0.85', '0.15', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
a7d4f014,8,4,['0.0', '0.0', '0.0', '0.0', '0.98', '0.0', '0.0', '0.0', '0.0', '0.02']
a7fdaf89,4,9,['0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.99']
a7fe5ee3,7,5,['0.07', '0.0', '0.0', '0.0', '0.0', '0.6', '0.0', '0.33', '0.0', '0.0']
a8346627,4,6,['0.01', '0.0', '0.0', '0.0', '0.02', '0.0', '0.97', '0.0', '0.0', '0.0']
a889f8f8,7,1,['0.0', '0.77', '0.0', '0.0', '0.0', '0.0', '0.0', '0.23', '0.0', '0.0']
a89c45e9,6,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.01', '0.0', '0.99', '0.0']
a8dff434,3,2,['0.0', '0.0', '0.51', '0.48', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
a90e6276,6,5,['0.01', '0.0', '0.0', '0.0', '0.0', '0.51', '0.48', '0.0', '0.0', '0.0']
a92e3f7b,4,9,['0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.99']
a9682b17,2,1,['0.0', '0.8', '0.0', '0.0', '0.0', '0.0', '0.0', '0.2', '0.0', '0.0']
a9794fc6,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
a99bad38,2,3,['0.0', '0.0', '0.34', '0.66', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
a9ae9632,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.34', '0.0', '0.66']
a9b02cb9,3,2,['0.0', '0.0', '0.96', '0.04', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
a9bc305e,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.96', '0.0', '0.0', '0.04', '0.0']
a9dc24db,7,2,['0.0', '0.0', '0.83', '0.0', '0.0', '0.0', '0.0', '0.16', '0.01', '0.0']
a9dc839f,4,6,['0.01', '0.0', '0.0', '0.0', '0.0', '0.41', '0.58', '0.0', '0.0', '0.0']
aa2dc5d7,7,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
aaab4e8a,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.2', '0.0', '0.01', '0.0', '0.79']
aaabf29c,5,3,['0.0', '0.0', '0.0', '0.92', '0.0', '0.08', '0.0', '0.0', '0.0', '0.0']
aac6fe8c,2,3,['0.0', '0.0', '0.07', '0.51', '0.0', '0.0', '0.0', '0.0', '0.43', '0.0']
aaefdd5c,6,4,['0.0', '0.0', '0.0', '0.0', '0.91', '0.0', '0.09', '0.0', '0.0', '0.0']
ab0879cc,4,9,['0.0', '0.0', '0.0', '0.0', '0.47', '0.0', '0.0', '0.0', '0.0', '0.53']
ab0d10fe,8,3,['0.0', '0.0', '0.0', '0.58', '0.0', '0.0', '0.0', '0.0', '0.42', '0.0']
ab0ec9fc,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.33', '0.0', '0.67']
ab2da6a1,1,2,['0.0', '0.01', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
ab7c2e36,3,9,['0.0', '0.0', '0.12', '0.26', '0.0', '0.0', '0.0', '0.0', '0.0', '0.62']
abf3d76b,3,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
ac6883bb,7,2,['0.0', '0.0', '0.92', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.08']
ac933916,5,3,['0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
ac9c3c78,3,9,['0.0', '0.0', '0.0', '0.05', '0.0', '0.0', '0.0', '0.02', '0.01', '0.92']
ac9d4829,8,1,['0.0', '0.74', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.26', '0.0']
acce7160,3,8,['0.28', '0.0', '0.0', '0.03', '0.0', '0.08', '0.0', '0.0', '0.61', '0.0']
ad1819e9,2,1,['0.0', '0.95', '0.05', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
ad23431b,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.27', '0.0', '0.0', '0.0', '0.73']
ad27a277,8,4,['0.0', '0.0', '0.0', '0.0', '0.74', '0.09', '0.0', '0.0', '0.0', '0.16']
ad29d73f,3,2,['0.0', '0.0', '0.96', '0.04', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
ad3412a7,1,2,['0.0', '0.01', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
ad3c340b,5,6,['0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.0', '0.0']
ad4314a2,1,2,['0.0', '0.2', '0.8', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
ad776f70,2,3,['0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
ad8dd1a0,3,5,['0.0', '0.0', '0.0', '0.01', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0']
ad981010,3,9,['0.0', '0.0', '0.0', '0.05', '0.0', '0.0', '0.0', '0.0', '0.0', '0.95']
adaac888,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
adae1353,1,2,['0.0', '0.3', '0.64', '0.0', '0.0', '0.0', '0.0', '0.0', '0.06', '0.0']
adaf548b,8,1,['0.0', '0.84', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.16', '0.0']
add2cf73,8,1,['0.0', '0.55', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.34', '0.11']
adeca674,2,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
ae174b82,6,4,['0.0', '0.0', '0.04', '0.0', '0.57', '0.0', '0.39', '0.0', '0.0', '0.0']
ae1c9c23,8,2,['0.0', '0.0', '0.88', '0.12', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
ae622781,0,9,['0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.99']
ae79451d,6,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.59', '0.41', '0.0', '0.0', '0.0']
ae8cf6ac,3,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
aea81e73,6,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
aeb77692,1,0,['0.95', '0.0', '0.0', '0.0', '0.05', '0.0', '0.0', '0.0', '0.0', '0.0']
aed81c95,3,5,['0.0', '0.0', '0.0', '0.02', '0.0', '0.98', '0.0', '0.0', '0.0', '0.0']
af125336,9,1,['0.0', '0.52', '0.0', '0.0', '0.1', '0.0', '0.0', '0.0', '0.0', '0.37']
af4b66ca,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
b011178e,8,3,['0.0', '0.0', '0.0', '0.93', '0.0', '0.0', '0.0', '0.0', '0.07', '0.0']
b0129ece,5,3,['0.0', '0.0', '0.0', '0.53', '0.0', '0.45', '0.0', '0.0', '0.01', '0.0']
b0700ccf,3,2,['0.0', '0.0', '0.97', '0.03', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
b08bcd88,3,2,['0.0', '0.0', '0.92', '0.08', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
b09028f5,9,3,['0.0', '0.0', '0.0', '0.67', '0.0', '0.0', '0.0', '0.0', '0.0', '0.33']
b099111d,9,4,['0.0', '0.0', '0.0', '0.0', '0.57', '0.0', '0.0', '0.01', '0.0', '0.42']
b0c7326d,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.56', '0.0', '0.44']
b0d20e77,4,9,['0.0', '0.0', '0.0', '0.0', '0.18', '0.0', '0.0', '0.0', '0.0', '0.82']
b11c32a8,3,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
b1327063,8,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
b13e9c0e,5,4,['0.0', '0.0', '0.0', '0.01', '0.66', '0.33', '0.0', '0.0', '0.0', '0.0']
b14c5133,7,9,['0.0', '0.0', '0.0', '0.0', '0.1', '0.0', '0.0', '0.02', '0.0', '0.88']
b15635f4,8,1,['0.0', '0.97', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.02']
b16659a6,6,0,['0.56', '0.0', '0.01', '0.0', '0.0', '0.0', '0.43', '0.0', '0.0', '0.0']
b17c8f2d,3,5,['0.0', '0.0', '0.0', '0.0', '0.29', '0.71', '0.0', '0.0', '0.0', '0.0']
b1c8f6b6,9,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.77', '0.23']
b1e73109,2,3,['0.19', '0.0', '0.07', '0.75', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
b1ea931e,2,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
b20499ee,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.31', '0.0', '0.69']
b206b06d,6,1,['0.0', '0.8', '0.0', '0.0', '0.0', '0.0', '0.2', '0.0', '0.0', '0.0']
b20d2824,8,1,['0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
b20f4786,3,2,['0.0', '0.0', '0.68', '0.02', '0.0', '0.0', '0.0', '0.0', '0.22', '0.08']
b2206e5f,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.99']
b22815aa,0,8,['0.01', '0.0', '0.0', '0.02', '0.0', '0.0', '0.0', '0.03', '0.94', '0.0']
b23596ea,7,2,['0.0', '0.0', '0.64', '0.0', '0.0', '0.0', '0.0', '0.36', '0.0', '0.0']
b251c567,4,9,['0.0', '0.0', '0.0', '0.0', '0.41', '0.0', '0.0', '0.0', '0.0', '0.59']
b25b5a47,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.34', '0.66', '0.0', '0.0', '0.0']
b2b98953,9,4,['0.0', '0.0', '0.0', '0.0', '0.97', '0.0', '0.0', '0.0', '0.0', '0.03']
b2c2dc98,4,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
b2c4b61c,8,1,['0.0', '0.51', '0.02', '0.0', '0.02', '0.29', '0.02', '0.0', '0.14', '0.0']
b2d17cb0,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
b2e9f955,1,8,['0.0', '0.01', '0.0', '0.03', '0.0', '0.41', '0.0', '0.0', '0.51', '0.04']
b2f8128d,2,7,['0.0', '0.03', '0.0', '0.01', '0.0', '0.0', '0.0', '0.53', '0.44', '0.0']
b3bb078c,0,8,['0.31', '0.0', '0.0', '0.0', '0.0', '0.0', '0.32', '0.0', '0.37', '0.0']
b3cd0c0e,1,2,['0.0', '0.03', '0.97', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
b4705461,7,9,['0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.99']
b4965254,3,2,['0.0', '0.11', '0.62', '0.26', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
b4c2fdd5,9,4,['0.0', '0.0', '0.0', '0.0', '0.54', '0.0', '0.0', '0.0', '0.0', '0.46']
b4cbd771,9,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
b4f7c995,3,9,['0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.01', '0.98']
b527ced0,2,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
b5646f3c,7,9,['0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.16', '0.0', '0.83']
b5718c6f,4,9,['0.0', '0.0', '0.0', '0.0', '0.41', '0.0', '0.0', '0.0', '0.0', '0.59']
b598c112,2,6,['0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.99', '0.0', '0.0', '0.0']
b5a40f21,9,4,['0.0', '0.0', '0.0', '0.0', '0.95', '0.0', '0.0', '0.0', '0.0', '0.05']
b5b2b0ee,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.07', '0.0', '0.0', '0.0', '0.93']
b5ee6a3c,7,2,['0.0', '0.0', '0.52', '0.0', '0.0', '0.0', '0.0', '0.47', '0.0', '0.0']
b5f6d04e,4,9,['0.0', '0.0', '0.0', '0.01', '0.43', '0.0', '0.0', '0.0', '0.05', '0.51']
b600cded,3,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
b642e660,4,9,['0.0', '0.0', '0.0', '0.0', '0.32', '0.0', '0.0', '0.0', '0.0', '0.68']
b64c41d9,6,0,['0.97', '0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0']
b650489c,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
b6786868,2,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
b6a52bd5,7,8,['0.0', '0.02', '0.0', '0.0', '0.0', '0.0', '0.0', '0.06', '0.91', '0.0']
b70fec08,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
b738e2ee,8,0,['0.98', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.02']
b74db604,3,1,['0.0', '0.86', '0.14', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
b752df44,9,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
b787678c,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
b7f8bb27,7,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.63', '0.0', '0.35', '0.02', '0.0']
b84fb872,7,2,['0.0', '0.0', '0.85', '0.0', '0.0', '0.0', '0.0', '0.15', '0.0', '0.0']
b88641a4,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
b8e57ab1,1,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
b8eee871,6,0,['0.66', '0.0', '0.0', '0.0', '0.0', '0.0', '0.34', '0.0', '0.0', '0.0']
b90d9ff5,9,3,['0.0', '0.0', '0.0', '0.89', '0.0', '0.0', '0.0', '0.0', '0.0', '0.11']
b96446e7,0,2,['0.1', '0.0', '0.89', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0']
b9813d83,3,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
b9c522de,3,7,['0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.99', '0.0', '0.0']
b9da939f,2,8,['0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0']
b9e9e850,4,9,['0.0', '0.0', '0.0', '0.0', '0.11', '0.0', '0.0', '0.0', '0.0', '0.89']
ba39725a,7,3,['0.0', '0.0', '0.0', '0.9', '0.0', '0.0', '0.0', '0.1', '0.0', '0.0']
ba4d6dd6,1,4,['0.0', '0.01', '0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0']
ba726356,2,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
baab61e4,7,4,['0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0']
bab11fb6,7,1,['0.0', '0.89', '0.0', '0.0', '0.0', '0.0', '0.0', '0.1', '0.0', '0.0']
bacd515a,8,2,['0.0', '0.0', '0.74', '0.03', '0.0', '0.0', '0.0', '0.0', '0.22', '0.0']
bb2fabb4,3,5,['0.0', '0.0', '0.0', '0.49', '0.0', '0.5', '0.0', '0.0', '0.01', '0.0']
bb404e06,2,0,['0.87', '0.0', '0.13', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
bb512a16,6,0,['0.53', '0.02', '0.0', '0.0', '0.0', '0.0', '0.45', '0.0', '0.0', '0.0']
bb7cc9ce,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.04', '0.0', '0.95']
bb9d8147,8,1,['0.0', '0.98', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.02', '0.0']
bbf5dab1,9,4,['0.0', '0.0', '0.0', '0.0', '0.97', '0.0', '0.0', '0.0', '0.0', '0.03']
bc3cb139,2,6,['0.0', '0.0', '0.22', '0.0', '0.0', '0.0', '0.78', '0.0', '0.0', '0.0']
bc8dd5eb,8,1,['0.0', '0.5', '0.0', '0.09', '0.0', '0.0', '0.0', '0.0', '0.41', '0.0']
bc95183b,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
bca066fd,3,5,['0.0', '0.0', '0.0', '0.01', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0']
bcc7acd0,6,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.62', '0.37', '0.0', '0.01', '0.0']
bcd45f72,7,1,['0.0', '0.68', '0.0', '0.0', '0.0', '0.0', '0.0', '0.32', '0.0', '0.0']
bcd61093,6,4,['0.0', '0.0', '0.0', '0.0', '0.97', '0.0', '0.03', '0.0', '0.0', '0.0']
bd3b86d3,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.07', '0.0', '0.93']
bd790676,7,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
bde5675d,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.53', '0.0', '0.0', '0.47', '0.0']
bde836f0,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.08', '0.0', '0.0', '0.0', '0.92']
be0c8ab1,8,2,['0.0', '0.0', '0.89', '0.0', '0.0', '0.0', '0.0', '0.0', '0.11', '0.0']
be4316e4,7,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.93', '0.07']
be8958ef,2,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
bec8e6cd,2,1,['0.0', '0.73', '0.27', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
becd7c97,3,2,['0.0', '0.0', '0.72', '0.28', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
bef99d41,3,0,['0.98', '0.0', '0.0', '0.0', '0.01', '0.0', '0.01', '0.0', '0.0', '0.0']
bf145b42,2,1,['0.0', '0.59', '0.4', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
bf65b6b6,3,5,['0.0', '0.0', '0.0', '0.08', '0.0', '0.79', '0.0', '0.0', '0.0', '0.13']
bfa34579,7,4,['0.0', '0.0', '0.0', '0.0', '0.98', '0.0', '0.0', '0.0', '0.02', '0.0']
bff11aca,3,9,['0.0', '0.0', '0.02', '0.02', '0.0', '0.0', '0.0', '0.0', '0.36', '0.61']
bff42461,8,4,['0.01', '0.0', '0.0', '0.0', '0.56', '0.37', '0.0', '0.0', '0.06', '0.0']
c034d77a,7,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
c0522f05,2,9,['0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.02', '0.97']
c05d0bb3,8,1,['0.0', '0.65', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.35']
c09fc057,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.17', '0.83']
c0c93475,4,9,['0.0', '0.0', '0.0', '0.0', '0.25', '0.0', '0.0', '0.0', '0.0', '0.75']
c0d499c0,9,3,['0.0', '0.0', '0.0', '0.84', '0.0', '0.15', '0.0', '0.0', '0.0', '0.0']
c0e230de,2,7,['0.0', '0.0', '0.41', '0.0', '0.0', '0.0', '0.0', '0.59', '0.0', '0.0']
c0e87fcf,2,1,['0.0', '0.98', '0.02', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
c0e8b704,6,8,['0.01', '0.0', '0.0', '0.0', '0.0', '0.05', '0.36', '0.0', '0.57', '0.0']
c0ff111b,3,7,['0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.99', '0.0', '0.0']
c106cbc8,1,2,['0.0', '0.0', '0.93', '0.06', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
c1305aa1,9,3,['0.0', '0.0', '0.0', '0.5', '0.0', '0.0', '0.0', '0.0', '0.0', '0.5']
c13e22fd,8,2,['0.0', '0.0', '0.97', '0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0']
c14bc267,9,3,['0.0', '0.0', '0.0', '0.95', '0.0', '0.0', '0.0', '0.0', '0.0', '0.05']
